season,week_num,week_label,position,first_name,last_name,team,team_raw,salary,game,in_slate,source_file
2024,6,week6,RB,Alvin,Kamara,NO,NO,8200,,1,FG_week6_exportin.csv
2024,6,week6,QB,Lamar,Jackson,BAL,BAL,7800,,1,FG_week6_exportin.csv
2024,6,week6,RB,Saquon,Barkley,PHI,PHI,7400,,1,FG_week6_exportin.csv
2024,6,week6,QB,Jayden,Daniels,WAS,WAS,7400,,1,FG_week6_exportin.csv
2024,6,week6,RB,Derrick,Henry,BAL,BAL,7400,,1,FG_week6_exportin.csv
2024,6,week6,WR,Nico,Collins,HOU,HOU,7000,,1,FG_week6_exportin.csv
2024,6,week6,RB,Jonathan,Taylor,IND,IND,6800,,1,FG_week6_exportin.csv
2024,6,week6,RB,Jahmyr,Gibbs,DET,DET,6600,,1,FG_week6_exportin.csv
2024,6,week6,WR,CeeDee,Lamb,DAL,DAL,6600,,1,FG_week6_exportin.csv
2024,6,week6,RB,Joe,Mixon,HOU,HOU,6600,,1,FG_week6_exportin.csv
2024,6,week6,WR,Amon-Ra,St. Brown,DET,DET,6600,,1,FG_week6_exportin.csv
2024,6,week6,RB,James,Conner,ARI,ARI,6400,,1,FG_week6_exportin.csv
2024,6,week6,QB,Justin,Fields,PIT,PIT,6400,,1,FG_week6_exportin.csv
2024,6,week6,WR,Drake,London,ATL,ATL,6400,,1,FG_week6_exportin.csv
2024,6,week6,QB,Kyler,Murray,ARI,ARI,6400,,1,FG_week6_exportin.csv
2024,6,week6,QB,Jordan,Love,GB,GB,6200,,1,FG_week6_exportin.csv
2024,6,week6,QB,Baker,Mayfield,TB,TB,6200,,1,FG_week6_exportin.csv
2024,6,week6,WR,A.J.,Brown,PHI,PHI,6000,,1,FG_week6_exportin.csv
2024,6,week6,WR,Mike,Evans,TB,TB,6000,,1,FG_week6_exportin.csv
2024,6,week6,WR,Chris,Godwin,TB,TB,6000,,1,FG_week6_exportin.csv
2024,6,week6,RB,Chuba,Hubbard,CAR,CAR,6000,,1,FG_week6_exportin.csv
2024,6,week6,RB,David,Montgomery,DET,DET,6000,,1,FG_week6_exportin.csv
2024,6,week6,QB,Dak,Prescott,DAL,DAL,6000,,1,FG_week6_exportin.csv
2024,6,week6,WR,Jayden,Reed,GB,GB,6000,,1,FG_week6_exportin.csv
2024,6,week6,RB,Bijan,Robinson,ATL,ATL,6000,,1,FG_week6_exportin.csv
2024,6,week6,WR,Davante,Adams,LV,LV,5800,,1,FG_week6_exportin.csv
2024,6,week6,RB,J.K.,Dobbins,LAC,LAC,5800,,1,FG_week6_exportin.csv
2024,6,week6,WR,Marvin,Harrison Jr.,ARI,ARI,5800,,1,FG_week6_exportin.csv
2024,6,week6,QB,Jalen,Hurts,PHI,PHI,5800,,1,FG_week6_exportin.csv
2024,6,week6,RB,Brian,Robinson Jr.,WAS,WAS,5800,,1,FG_week6_exportin.csv
2024,6,week6,WR,DeVonta,Smith,PHI,PHI,5800,,1,FG_week6_exportin.csv
2024,6,week6,QB,Kirk,Cousins,ATL,ATL,5600,,1,FG_week6_exportin.csv
2024,6,week6,QB,Joe,Flacco,IND,IND,5600,,1,FG_week6_exportin.csv
2024,6,week6,QB,Jared,Goff,DET,DET,5600,,1,FG_week6_exportin.csv
2024,6,week6,RB,Josh,Jacobs,GB,GB,5600,,1,FG_week6_exportin.csv
2024,6,week6,RB,Tony,Pollard,TEN,TEN,5600,,1,FG_week6_exportin.csv
2024,6,week6,QB,Anthony,Richardson,IND,IND,5600,,1,FG_week6_exportin.csv
2024,6,week6,QB,C.J.,Stroud,HOU,HOU,5600,,1,FG_week6_exportin.csv
2024,6,week6,WR,Terry,McLaurin,WAS,WAS,5400,,1,FG_week6_exportin.csv
2024,6,week6,WR,Chris,Olave,NO,NO,5400,,1,FG_week6_exportin.csv
2024,6,week6,QB,Derek,Carr,NO,NO,5200,,1,FG_week6_exportin.csv
2024,6,week6,WR,Amari,Cooper,CLE,CLE,5200,,1,FG_week6_exportin.csv
2024,6,week6,WR,Stefon,Diggs,HOU,HOU,5200,,1,FG_week6_exportin.csv
2024,6,week6,WR,Zay,Flowers,BAL,BAL,5200,,1,FG_week6_exportin.csv
2024,6,week6,WR,Diontae,Johnson,CAR,CAR,5200,,1,FG_week6_exportin.csv
2024,6,week6,WR,Darnell,Mooney,ATL,ATL,5200,,1,FG_week6_exportin.csv
2024,6,week6,RB,Rhamondre,Stevenson,NE,NE,5200,,1,FG_week6_exportin.csv
2024,6,week6,WR,Jameson,Williams,DET,DET,5200,,1,FG_week6_exportin.csv
2024,6,week6,QB,Bo,Nix,DEN,DEN,5000,,1,FG_week6_exportin.csv
2024,6,week6,WR,George,Pickens,PIT,PIT,4800,,1,FG_week6_exportin.csv
2024,6,week6,WR,Rashid,Shaheed,NO,NO,4800,,1,FG_week6_exportin.csv
2024,6,week6,QB,Deshaun,Watson,CLE,CLE,4800,,1,FG_week6_exportin.csv
2024,6,week6,RB,Najee,Harris,PIT,PIT,4600,,1,FG_week6_exportin.csv
2024,6,week6,QB,Justin,Herbert,LAC,LAC,4600,,1,FG_week6_exportin.csv
2024,6,week6,WR,Michael,Pittman Jr.,IND,IND,4600,,1,FG_week6_exportin.csv
2024,6,week6,QB,Jacoby,Brissett,NE,NE,4400,,1,FG_week6_exportin.csv
2024,6,week6,QB,Andy,Dalton,CAR,CAR,4400,,1,FG_week6_exportin.csv
2024,6,week6,RB,Rico,Dowdle,DAL,DAL,4400,,1,FG_week6_exportin.csv
2024,6,week6,RB,Austin,Ekeler,WAS,WAS,4400,,1,FG_week6_exportin.csv
2024,6,week6,RB,Jerome,Ford,CLE,CLE,4400,,1,FG_week6_exportin.csv
2024,6,week6,QB,Will,Levis,TEN,TEN,4400,,1,FG_week6_exportin.csv
2024,6,week6,QB,Drake,Maye,NE,NE,4400,,1,FG_week6_exportin.csv
2024,6,week6,WR,Jakobi,Meyers,LV,LV,4400,,1,FG_week6_exportin.csv
2024,6,week6,QB,Gardner,Minshew II,LV,LV,4400,,1,FG_week6_exportin.csv
2024,6,week6,WR,Calvin,Ridley,TEN,TEN,4400,,1,FG_week6_exportin.csv
2024,6,week6,RB,Javonte,Williams,DEN,DEN,4400,,1,FG_week6_exportin.csv
2024,6,week6,QB,Bryce,Young,CAR,CAR,4400,,1,FG_week6_exportin.csv
2024,6,week6,QB,Kyle,Allen,PIT,PIT,4200,,1,FG_week6_exportin.csv
2024,6,week6,TE,Brock,Bowers,LV,LV,4200,,1,FG_week6_exportin.csv
2024,6,week6,WR,Tank,Dell,HOU,HOU,4200,,1,FG_week6_exportin.csv
2024,6,week6,WR,Josh,Downs,IND,IND,4200,,1,FG_week6_exportin.csv
2024,6,week6,QB,Jeff,Driskel,WAS,WAS,4200,,1,FG_week6_exportin.csv
2024,6,week6,QB,Sam,Ehlinger,IND,IND,4200,,1,FG_week6_exportin.csv
2024,6,week6,QB,Jake,Haener,NO,NO,4200,,1,FG_week6_exportin.csv
2024,6,week6,QB,Sam,Hartman,WAS,WAS,4200,,1,FG_week6_exportin.csv
2024,6,week6,QB,Taylor,Heinicke,LAC,LAC,4200,,1,FG_week6_exportin.csv
2024,6,week6,QB,Hendon,Hooker,DET,DET,4200,,1,FG_week6_exportin.csv
2024,6,week6,QB,Josh,Johnson,BAL,BAL,4200,,1,FG_week6_exportin.csv
2024,6,week6,QB,Trey,Lance,DAL,DAL,4200,,1,FG_week6_exportin.csv
2024,6,week6,QB,Marcus,Mariota,WAS,WAS,4200,,1,FG_week6_exportin.csv
2024,6,week6,TE,Trey,McBride,ARI,ARI,4200,,1,FG_week6_exportin.csv
2024,6,week6,WR,Ladd,McConkey,LAC,LAC,4200,,1,FG_week6_exportin.csv
2024,6,week6,QB,Tanner,McKee,PHI,PHI,4200,,1,FG_week6_exportin.csv
2024,6,week6,QB,Davis,Mills,HOU,HOU,4200,,1,FG_week6_exportin.csv
2024,6,week6,QB,Joe,Milton III,NE,NE,4200,,1,FG_week6_exportin.csv
2024,6,week6,QB,Aidan,O'Connell,LV,LV,4200,,1,FG_week6_exportin.csv
2024,6,week6,QB,Michael,Penix Jr.,ATL,ATL,4200,,1,FG_week6_exportin.csv
2024,6,week6,QB,Kenny,Pickett,PHI,PHI,4200,,1,FG_week6_exportin.csv
2024,6,week6,QB,Spencer,Rattler,NO,NO,4200,,1,FG_week6_exportin.csv
2024,6,week6,QB,Mason,Rudolph,TEN,TEN,4200,,1,FG_week6_exportin.csv
2024,6,week6,QB,Cooper,Rush,DAL,DAL,4200,,1,FG_week6_exportin.csv
2024,6,week6,QB,Easton,Stick,LAC,LAC,4200,,1,FG_week6_exportin.csv
2024,6,week6,QB,Jarrett,Stidham,DEN,DEN,4200,,1,FG_week6_exportin.csv
2024,6,week6,QB,Dorian,Thompson-Robinson,CLE,CLE,4200,,1,FG_week6_exportin.csv
2024,6,week6,QB,Kyle,Trask,TB,TB,4200,,1,FG_week6_exportin.csv
2024,6,week6,QB,Clayton,Tune,ARI,ARI,4200,,1,FG_week6_exportin.csv
2024,6,week6,RB,Rachaad,White,TB,TB,4200,,1,FG_week6_exportin.csv
2024,6,week6,WR,Dontayvion,Wicks,GB,GB,4200,,1,FG_week6_exportin.csv
2024,6,week6,QB,Malik,Willis,GB,GB,4200,,1,FG_week6_exportin.csv
2024,6,week6,QB,Zach,Wilson,DEN,DEN,4200,,1,FG_week6_exportin.csv
2024,6,week6,QB,Russell,Wilson,PIT,PIT,4200,,1,FG_week6_exportin.csv
2024,6,week6,QB,Jameis,Winston,CLE,CLE,4200,,1,FG_week6_exportin.csv
2024,6,week6,TE,Jake,Ferguson,DAL,DAL,4000,,1,FG_week6_exportin.csv
2024,6,week6,WR,Quentin,Johnston,LAC,LAC,4000,,1,FG_week6_exportin.csv
2024,6,week6,WR,Courtland,Sutton,DEN,DEN,4000,,1,FG_week6_exportin.csv
2024,6,week6,WR,Romeo,Doubs,GB,GB,3800,,1,FG_week6_exportin.csv
2024,6,week6,TE,Dallas,Goedert,PHI,PHI,3800,,1,FG_week6_exportin.csv
2024,6,week6,RB,Bucky,Irving,TB,TB,3800,,1,FG_week6_exportin.csv
2024,6,week6,WR,Jerry,Jeudy,CLE,CLE,3800,,1,FG_week6_exportin.csv
2024,6,week6,RB,Alexander,Mattison,LV,LV,3800,,1,FG_week6_exportin.csv
2024,6,week6,TE,David,Njoku,CLE,CLE,3800,,1,FG_week6_exportin.csv
2024,6,week6,RB,Tyjae,Spears,TEN,TEN,3800,,1,FG_week6_exportin.csv
2024,6,week6,WR,Kendrick,Bourne,NE,NE,3600,,1,FG_week6_exportin.csv
2024,6,week6,RB,Justice,Hill,BAL,BAL,3600,,1,FG_week6_exportin.csv
2024,6,week6,WR,DeAndre,Hopkins,TEN,TEN,3600,,1,FG_week6_exportin.csv
2024,6,week6,TE,Tucker,Kraft,GB,GB,3600,,1,FG_week6_exportin.csv
2024,6,week6,WR,Xavier,Legette,CAR,CAR,3600,,1,FG_week6_exportin.csv
2024,6,week6,WR,Alec,Pierce,IND,IND,3600,,1,FG_week6_exportin.csv
2024,6,week6,WR,Jalen,Tolbert,DAL,DAL,3600,,1,FG_week6_exportin.csv
2024,6,week6,WR,Christian,Watson,GB,GB,3600,,1,FG_week6_exportin.csv
2024,6,week6,RB,Tyler,Allgeier,ATL,ATL,3400,,1,FG_week6_exportin.csv
2024,6,week6,WR,Rashod,Bateman,BAL,BAL,3400,,1,FG_week6_exportin.csv
2024,6,week6,WR,Ray-Ray,McCloud,ATL,ATL,3400,,1,FG_week6_exportin.csv
2024,6,week6,WR,Tre,Tucker,LV,LV,3400,,1,FG_week6_exportin.csv
2024,6,week6,WR,Michael,Wilson,ARI,ARI,3400,,1,FG_week6_exportin.csv
2024,6,week6,RB,Antonio,Gibson,NE,NE,3200,,1,FG_week6_exportin.csv
2024,6,week6,TE,Sam,LaPorta,DET,DET,3200,,1,FG_week6_exportin.csv
2024,6,week6,WR,Joshua,Palmer,LAC,LAC,3200,,1,FG_week6_exportin.csv
2024,6,week6,RB,Ezekiel,Elliott,DAL,DAL,3000,,1,FG_week6_exportin.csv
2024,6,week6,TE,Pat,Freiermuth,PIT,PIT,3000,,1,FG_week6_exportin.csv
2024,6,week6,TE,Taysom,Hill,NO,NO,3000,,1,FG_week6_exportin.csv
2024,6,week6,TE,Kyle,Pitts,ATL,ATL,3000,,1,FG_week6_exportin.csv
2024,6,week6,RB,Jaylen,Warren,PIT,PIT,3000,,1,FG_week6_exportin.csv
2024,6,week6,WR,Greg,Dortch,ARI,ARI,2800,,1,FG_week6_exportin.csv
2024,6,week6,WR,DeMario,Douglas,NE,NE,2800,,1,FG_week6_exportin.csv
2024,6,week6,TE,Hunter,Henry,NE,NE,2800,,1,FG_week6_exportin.csv
2024,6,week6,TE,Juwan,Johnson,NO,NO,2800,,1,FG_week6_exportin.csv
2024,6,week6,TE,Isaiah,Likely,BAL,BAL,2800,,1,FG_week6_exportin.csv
2024,6,week6,WR,Josh,Reynolds,DEN,DEN,2800,,1,FG_week6_exportin.csv
2024,6,week6,RB,Zamir,White,LV,LV,2800,,1,FG_week6_exportin.csv
2024,6,week6,RB,Emanuel,Wilson,GB,GB,2800,,1,FG_week6_exportin.csv
2024,6,week6,WR,Noah,Brown,WAS,WAS,2600,,1,FG_week6_exportin.csv
2024,6,week6,WR,Lil'Jordan,Humphrey,DEN,DEN,2600,,1,FG_week6_exportin.csv
2024,6,week6,RB,Jaleel,McLaughlin,DEN,DEN,2600,,1,FG_week6_exportin.csv
2024,6,week6,TE,Cade,Otton,TB,TB,2600,,1,FG_week6_exportin.csv
2024,6,week6,TE,Mark,Andrews,BAL,BAL,2400,,1,FG_week6_exportin.csv
2024,6,week6,WR,Tyler,Boyd,TEN,TEN,2400,,1,FG_week6_exportin.csv
2024,6,week6,RB,Gus,Edwards,LAC,LAC,2400,,1,FG_week6_exportin.csv
2024,6,week6,TE,Zach,Ertz,WAS,WAS,2400,,1,FG_week6_exportin.csv
2024,6,week6,TE,Dalton,Schultz,HOU,HOU,2400,,1,FG_week6_exportin.csv
2024,6,week6,RB,Ameer,Abdullah,LV,LV,2200,,1,FG_week6_exportin.csv
2024,6,week6,TE,Nate,Adkins,DEN,DEN,2200,,1,FG_week6_exportin.csv
2024,6,week6,WR,Nelson,Agholor,BAL,BAL,2200,,1,FG_week6_exportin.csv
2024,6,week6,RB,Cam,Akers,HOU,HOU,2200,,1,FG_week6_exportin.csv
2024,6,week6,TE,Jordan,Akins,CLE,CLE,2200,,1,FG_week6_exportin.csv
2024,6,week6,RB,Rasheen,Ali,BAL,BAL,2200,,1,FG_week6_exportin.csv
2024,6,week6,TE,Mo,Alie-Cox,IND,IND,2200,,1,FG_week6_exportin.csv
2024,6,week6,WR,Calvin,Austin III,PIT,PIT,2200,,1,FG_week6_exportin.csv
2024,6,week6,WR,Alex,Bachman,LV,LV,2200,,1,FG_week6_exportin.csv
2024,6,week6,RB,Tyler,Badie,DEN,DEN,2200,,1,FG_week6_exportin.csv
2024,6,week6,WR,Javon,Baker,NE,NE,2200,,1,FG_week6_exportin.csv
2024,6,week6,TE,John,Bates,WAS,WAS,2200,,1,FG_week6_exportin.csv
2024,6,week6,RB,Andrew,Beck,GB,GB,2200,,1,FG_week6_exportin.csv
2024,6,week6,TE,Jaheim,Bell,NE,NE,2200,,1,FG_week6_exportin.csv
2024,6,week6,RB,Trey,Benson,ARI,ARI,2200,,1,FG_week6_exportin.csv
2024,6,week6,RB,Raheem,Blackshear,CAR,CAR,2200,,1,FG_week6_exportin.csv
2024,6,week6,RB,Mike,Boone,CAR,CAR,2200,,1,FG_week6_exportin.csv
2024,6,week6,WR,Kayshon,Boutte,NE,NE,2200,,1,FG_week6_exportin.csv
2024,6,week6,RB,Chris,Brooks,GB,GB,2200,,1,FG_week6_exportin.csv
2024,6,week6,RB,British,Brooks,HOU,HOU,2200,,1,FG_week6_exportin.csv
2024,6,week6,WR,Jalen,Brooks,DAL,DAL,2200,,1,FG_week6_exportin.csv
2024,6,week6,WR,Dyami,Brown,WAS,WAS,2200,,1,FG_week6_exportin.csv
2024,6,week6,TE,Harrison,Bryant,LV,LV,2200,,1,FG_week6_exportin.csv
2024,6,week6,WR,Treylon,Burks,TEN,TEN,2200,,1,FG_week6_exportin.csv
2024,6,week6,RB,Robert,Burns,ATL,ATL,2200,,1,FG_week6_exportin.csv
2024,6,week6,RB,Michael,Burton,DEN,DEN,2200,,1,FG_week6_exportin.csv
2024,6,week6,TE,Grant,Calcaterra,PHI,PHI,2200,,1,FG_week6_exportin.csv
2024,6,week6,RB,Julius,Chestnut,TEN,TEN,2200,,1,FG_week6_exportin.csv
2024,6,week6,RB,Nick,Chubb,CLE,CLE,2200,,1,FG_week6_exportin.csv
2024,6,week6,WR,Jalen,Coker,CAR,CAR,2200,,1,FG_week6_exportin.csv
2024,6,week6,RB,Chris,Collier,BAL,BAL,2200,,1,FG_week6_exportin.csv
2024,6,week6,WR,Brandin,Cooks,DAL,DAL,2200,,1,FG_week6_exportin.csv
2024,6,week6,TE,Devin,Culp,TB,TB,2200,,1,FG_week6_exportin.csv
2024,6,week6,RB,DeeJay,Dallas,ARI,ARI,2200,,1,FG_week6_exportin.csv
2024,6,week6,WR,Derius,Davis,LAC,LAC,2200,,1,FG_week6_exportin.csv
2024,6,week6,RB,Emari,Demercado,ARI,ARI,2200,,1,FG_week6_exportin.csv
2024,6,week6,TE,Will,Dissly,LAC,LAC,2200,,1,FG_week6_exportin.csv
2024,6,week6,WR,Jahan,Dotson,PHI,PHI,2200,,1,FG_week6_exportin.csv
2024,6,week6,WR,Colton,Dowell,TEN,TEN,2200,,1,FG_week6_exportin.csv
2024,6,week6,TE,Greg,Dulcich,DEN,DEN,2200,,1,FG_week6_exportin.csv
2024,6,week6,WR,Ashton,Dulin,IND,IND,2200,,1,FG_week6_exportin.csv
2024,6,week6,TE,Payne,Durham,TB,TB,2200,,1,FG_week6_exportin.csv
2024,6,week6,TE,Ross,Dwelley,ATL,ATL,2200,,1,FG_week6_exportin.csv
2024,6,week6,WR,Simi,Fehoko,LAC,LAC,2200,,1,FG_week6_exportin.csv
2024,6,week6,WR,Ryan,Flournoy,DAL,DAL,2200,,1,FG_week6_exportin.csv
2024,6,week6,RB,D'Onta,Foreman,CLE,CLE,2200,,1,FG_week6_exportin.csv
2024,6,week6,WR,Troy,Franklin,DEN,DEN,2200,,1,FG_week6_exportin.csv
2024,6,week6,TE,Feleipe,Franks,CAR,CAR,2200,,1,FG_week6_exportin.csv
2024,6,week6,RB,Kenneth,Gainwell,PHI,PHI,2200,,1,FG_week6_exportin.csv
2024,6,week6,RB,Tyler,Goodson,IND,IND,2200,,1,FG_week6_exportin.csv
2024,6,week6,WR,Anthony,Gould,IND,IND,2200,,1,FG_week6_exportin.csv
2024,6,week6,TE,Kylen,Granson,IND,IND,2200,,1,FG_week6_exportin.csv
2024,6,week6,WR,Deonte,Harty,BAL,BAL,2200,,1,FG_week6_exportin.csv
2024,6,week6,RB,Hassan,Haskins,LAC,LAC,2200,,1,FG_week6_exportin.csv
2024,6,week6,RB,JaMycal,Hasty,NE,NE,2200,,1,FG_week6_exportin.csv
2024,6,week6,WR,Malik,Heath,GB,GB,2200,,1,FG_week6_exportin.csv
2024,6,week6,TE,Parker,Hesse,DET,DET,2200,,1,FG_week6_exportin.csv
2024,6,week6,TE,Connor,Heyward,PIT,PIT,2200,,1,FG_week6_exportin.csv
2024,6,week6,TE,Elijah,Higgins,ARI,ARI,2200,,1,FG_week6_exportin.csv
2024,6,week6,RB,Nyheim,Hines,CLE,CLE,2200,,1,FG_week6_exportin.csv
2024,6,week6,WR,KhaDarel,Hodge,ATL,ATL,2200,,1,FG_week6_exportin.csv
2024,6,week6,TE,Dallin,Holker,NO,NO,2200,,1,FG_week6_exportin.csv
2024,6,week6,TE,Austin,Hooper,NE,NE,2200,,1,FG_week6_exportin.csv
2024,6,week6,RB,Evan,Hull,IND,IND,2200,,1,FG_week6_exportin.csv
2024,6,week6,TE,Hayden,Hurst,LAC,LAC,2200,,1,FG_week6_exportin.csv
2024,6,week6,WR,Xavier,Hutchinson,HOU,HOU,2200,,1,FG_week6_exportin.csv
2024,6,week6,WR,Jha'Quan,Jackson,TEN,TEN,2200,,1,FG_week6_exportin.csv
2024,6,week6,WR,Van,Jefferson,PIT,PIT,2200,,1,FG_week6_exportin.csv
2024,6,week6,WR,Kameron,Johnson,TB,TB,2200,,1,FG_week6_exportin.csv
2024,6,week6,WR,Brandon,Johnson,PIT,PIT,2200,,1,FG_week6_exportin.csv
2024,6,week6,WR,Zay,Jones,ARI,ARI,2200,,1,FG_week6_exportin.csv
2024,6,week6,TE,Ko,Kieft,TB,TB,2200,,1,FG_week6_exportin.csv
2024,6,week6,TE,Charlie,Kolar,BAL,BAL,2200,,1,FG_week6_exportin.csv
2024,6,week6,TE,Lucas,Krull,DEN,DEN,2200,,1,FG_week6_exportin.csv
2024,6,week6,RB,Dylan,Laube,LV,LV,2200,,1,FG_week6_exportin.csv
2024,6,week6,RB,Hunter,Luepke,DAL,DAL,2200,,1,FG_week6_exportin.csv
2024,6,week6,TE,Will,Mallory,IND,IND,2200,,1,FG_week6_exportin.csv
2024,6,week6,TE,David,Martin-Robinson,TEN,TEN,2200,,1,FG_week6_exportin.csv
2024,6,week6,RB,Scott,Matlock,LAC,LAC,2200,,1,FG_week6_exportin.csv
2024,6,week6,TE,Michael,Mayer,LV,LV,2200,,1,FG_week6_exportin.csv
2024,6,week6,WR,Tyreik,McAllister,LV,LV,2200,,1,FG_week6_exportin.csv
2024,6,week6,WR,Luke,McCaffrey,WAS,WAS,2200,,1,FG_week6_exportin.csv
2024,6,week6,RB,Jase,McClellan,ATL,ATL,2200,,1,FG_week6_exportin.csv
2024,6,week6,RB,Sincere,McCormick,LV,LV,2200,,1,FG_week6_exportin.csv
2024,6,week6,WR,Jalen,McMillan,TB,TB,2200,,1,FG_week6_exportin.csv
2024,6,week6,RB,Jeremy,McNichols,WAS,WAS,2200,,1,FG_week6_exportin.csv
2024,6,week6,WR,Bub,Means,NO,NO,2200,,1,FG_week6_exportin.csv
2024,6,week6,WR,Bo,Melton,GB,GB,2200,,1,FG_week6_exportin.csv
2024,6,week6,WR,John,Metchie III,HOU,HOU,2200,,1,FG_week6_exportin.csv
2024,6,week6,RB,Kendre,Miller,NO,NO,2200,,1,FG_week6_exportin.csv
2024,6,week6,WR,Scotty,Miller,PIT,PIT,2200,,1,FG_week6_exportin.csv
2024,6,week6,RB,Jordan,Mims,NO,NO,2200,,1,FG_week6_exportin.csv
2024,6,week6,WR,Marvin,Mims Jr.,DEN,DEN,2200,,1,FG_week6_exportin.csv
2024,6,week6,WR,Jonathan,Mingo,CAR,CAR,2200,,1,FG_week6_exportin.csv
2024,6,week6,RB,Keaton,Mitchell,BAL,BAL,2200,,1,FG_week6_exportin.csv
2024,6,week6,WR,Adonai,Mitchell,IND,IND,2200,,1,FG_week6_exportin.csv
2024,6,week6,WR,Chris,Moore,ARI,ARI,2200,,1,FG_week6_exportin.csv
2024,6,week6,WR,Elijah,Moore,CLE,CLE,2200,,1,FG_week6_exportin.csv
2024,6,week6,WR,David,Moore,CAR,CAR,2200,,1,FG_week6_exportin.csv
2024,6,week6,TE,Foster,Moreau,NO,NO,2200,,1,FG_week6_exportin.csv
2024,6,week6,TE,Luke,Musgrave,GB,GB,2200,,1,FG_week6_exportin.csv
2024,6,week6,TE,Thomas,Odukoya,TEN,TEN,2200,,1,FG_week6_exportin.csv
2024,6,week6,TE,Drew,Ogletree,IND,IND,2200,,1,FG_week6_exportin.csv
2024,6,week6,RB,Dare,Ogunbowale,HOU,HOU,2200,,1,FG_week6_exportin.csv
2024,6,week6,TE,Chig,Okonkwo,TEN,TEN,2200,,1,FG_week6_exportin.csv
2024,6,week6,WR,K.J.,Osborn,NE,NE,2200,,1,FG_week6_exportin.csv
2024,6,week6,WR,Trey,Palmer,TB,TB,2200,,1,FG_week6_exportin.csv
2024,6,week6,WR,Zach,Pascal,ARI,ARI,2200,,1,FG_week6_exportin.csv
2024,6,week6,WR,Tim,Patrick,DET,DET,2200,,1,FG_week6_exportin.csv
2024,6,week6,RB,Cordarrelle,Patterson,PIT,PIT,2200,,1,FG_week6_exportin.csv
2024,6,week6,WR,A.T.,Perry,NO,NO,2200,,1,FG_week6_exportin.csv
2024,6,week6,RB,Dameon,Pierce,HOU,HOU,2200,,1,FG_week6_exportin.csv
2024,6,week6,WR,Ja'Lynn,Polk,NE,NE,2200,,1,FG_week6_exportin.csv
2024,6,week6,RB,Adam,Prentice,NO,NO,2200,,1,FG_week6_exportin.csv
2024,6,week6,WR,James,Proche II,CLE,CLE,2200,,1,FG_week6_exportin.csv
2024,6,week6,TE,MyCole,Pruitt,PIT,PIT,2200,,1,FG_week6_exportin.csv
2024,6,week6,WR,Kalif,Raymond,DET,DET,2200,,1,FG_week6_exportin.csv
2024,6,week6,TE,Tip,Reiman,ARI,ARI,2200,,1,FG_week6_exportin.csv
2024,6,week6,RB,Craig,Reynolds,DET,DET,2200,,1,FG_week6_exportin.csv
2024,6,week6,RB,Patrick,Ricard,BAL,BAL,2200,,1,FG_week6_exportin.csv
2024,6,week6,WR,Brenden,Rice,LAC,LAC,2200,,1,FG_week6_exportin.csv
2024,6,week6,WR,Allen,Robinson,DET,DET,2200,,1,FG_week6_exportin.csv
2024,6,week6,RB,Miles,Sanders,CAR,CAR,2200,,1,FG_week6_exportin.csv
2024,6,week6,TE,Ja'Tavion,Sanders,CAR,CAR,2200,,1,FG_week6_exportin.csv
2024,6,week6,TE,Luke,Schoonmaker,DAL,DAL,2200,,1,FG_week6_exportin.csv
2024,6,week6,RB,Trey,Sermon,IND,IND,2200,,1,FG_week6_exportin.csv
2024,6,week6,RB,Aaron,Shampklin,PIT,PIT,2200,,1,FG_week6_exportin.csv
2024,6,week6,TE,John Samuel,Shenker,LV,LV,2200,,1,FG_week6_exportin.csv
2024,6,week6,WR,Sterling,Shepard,TB,TB,2200,,1,FG_week6_exportin.csv
2024,6,week6,RB,Will,Shipley,PHI,PHI,2200,,1,FG_week6_exportin.csv
2024,6,week6,TE,Ben,Sims,GB,GB,2200,,1,FG_week6_exportin.csv
2024,6,week6,WR,Steven,Sims,HOU,HOU,2200,,1,FG_week6_exportin.csv
2024,6,week6,TE,Ben,Sinnott,WAS,WAS,2200,,1,FG_week6_exportin.csv
2024,6,week6,TE,Stone,Smartt,LAC,LAC,2200,,1,FG_week6_exportin.csv
2024,6,week6,TE,Brevyn,Spann-Ford,DAL,DAL,2200,,1,FG_week6_exportin.csv
2024,6,week6,TE,John,Stephens Jr.,DAL,DAL,2200,,1,FG_week6_exportin.csv
2024,6,week6,TE,Jack,Stoll,PHI,PHI,2200,,1,FG_week6_exportin.csv
2024,6,week6,TE,Cade,Stover,HOU,HOU,2200,,1,FG_week6_exportin.csv
2024,6,week6,RB,Pierre,Strong Jr.,CLE,CLE,2200,,1,FG_week6_exportin.csv
2024,6,week6,TE,Geoff,Swaim,CLE,CLE,2200,,1,FG_week6_exportin.csv
2024,6,week6,RB,J.J.,Taylor,HOU,HOU,2200,,1,FG_week6_exportin.csv
2024,6,week6,TE,Ian,Thomas,CAR,CAR,2200,,1,FG_week6_exportin.csv
2024,6,week6,WR,Cody,Thompson,TB,TB,2200,,1,FG_week6_exportin.csv
2024,6,week6,WR,Tyquan,Thornton,NE,NE,2200,,1,FG_week6_exportin.csv
2024,6,week6,WR,Jamari,Thrash,CLE,CLE,2200,,1,FG_week6_exportin.csv
2024,6,week6,WR,Cedric,Tillman,CLE,CLE,2200,,1,FG_week6_exportin.csv
2024,6,week6,WR,Mason,Tipton,NO,NO,2200,,1,FG_week6_exportin.csv
