Position,First Name,Last Name,Team,Salary,Game
QB,Russell,Wilson,PIT,5400,PIT@CLE
QB,Kyle,Allen,PIT,4200,PIT@CLE
QB,Justin,Fields,PIT,4200,PIT@CLE
QB,Jameis,Winston,CLE,6200,PIT@CLE
QB,Bailey,Zappe,CLE,4200,PIT@CLE
QB,Dorian,Thompson-Robinson,CLE,4200,PIT@CLE
QB,Baker,Mayfield,TB,6600,TB@NYG
QB,Kyle,Trask,TB,4200,TB@NYG
QB,Daniel,Jones,NYG,4200,TB@NYG
QB,Drew,Lock,NYG,4200,TB@NYG
QB,Tommy,DeVito,NYG,4200,TB@NYG
QB,Jared,Goff,DET,5600,DET@IND
QB,Hendon,Hooker,DET,4200,DET@IND
QB,Joe,Flacco,IND,4200,DET@IND
QB,Sam,Ehlinger,IND,4200,DET@IND
QB,Anthony,Richardson,IND,5600,DET@IND
QB,Mason,Rudolph,TEN,4200,TEN@HOU
QB,Will,Levis,TEN,4200,TEN@HOU
QB,Davis,Mills,HOU,4200,TEN@HOU
QB,C.J.,Stroud,HOU,4800,TEN@HOU
QB,Jacoby,Brissett,NE,4200,NE@MIA
QB,Drake,Maye,NE,5000,NE@MIA
QB,Joe,Milton III,NE,4200,NE@MIA
QB,Tua,Tagovailoa,MIA,5400,NE@MIA
QB,Skylar,Thompson,MIA,4200,NE@MIA
QB,Cooper,Rush,DAL,4200,DAL@WAS
QB,Trey,Lance,DAL,4200,DAL@WAS
QB,Marcus,Mariota,WAS,4200,DAL@WAS
QB,Jeff,Driskel,WAS,4200,DAL@WAS
QB,Jayden,Daniels,WAS,7000,DAL@WAS
QB,Dak,Prescott,DAL,4200,DAL@WAS
QB,Nick,Mullens,MIN,4200,MIN@CHI
QB,Sam,Darnold,MIN,5600,MIN@CHI
QB,Brett,Rypien,MIN,4200,MIN@CHI
QB,Tyson,Bagent,CHI,4200,MIN@CHI
QB,Caleb,Williams,CHI,4600,MIN@CHI
QB,Carson,Wentz,KC,4200,KC@CAR
QB,Patrick,Mahomes,KC,6400,KC@CAR
QB,Andy,Dalton,CAR,4200,KC@CAR
QB,Bryce,Young,CAR,4200,KC@CAR
QB,Jarrett,Stidham,DEN,4200,DEN@LV
QB,Zach,Wilson,DEN,4200,DEN@LV
QB,Bo,Nix,DEN,6600,DEN@LV
QB,Gardner,Minshew II,LV,4200,DEN@LV
QB,Desmond,Ridder,LV,4200,DEN@LV
QB,Kyler,Murray,ARI,6600,ARI@SEA
QB,Clayton,Tune,ARI,4200,ARI@SEA
QB,Geno,Smith,SEA,6000,ARI@SEA
QB,Sam,Howell,SEA,4200,ARI@SEA
QB,Brandon,Allen,SF,4200,SF@GB
QB,Joshua,Dobbs,SF,4200,SF@GB
QB,Brock,Purdy,SF,6600,SF@GB
QB,Jordan,Love,GB,5800,SF@GB
QB,Malik,Willis,GB,4200,SF@GB
QB,Jalen,Hurts,PHI,7600,PHI@LA
QB,Kenny,Pickett,PHI,4200,PHI@LA
QB,Tanner,McKee,PHI,4200,PHI@LA
QB,Matthew,Stafford,LA,5600,PHI@LA
QB,Jimmy,Garoppolo,LA,4200,PHI@LA
QB,Stetson,Bennett,LA,4200,PHI@LA
RB,Cordarrelle,Patterson,PIT,2200,PIT@CLE
RB,Najee,Harris,PIT,5200,PIT@CLE
RB,Jaylen,Warren,PIT,3200,PIT@CLE
RB,D'Onta,Foreman,CLE,2200,PIT@CLE
RB,Nick,Chubb,CLE,4000,PIT@CLE
RB,Pierre,Strong Jr.,CLE,2200,PIT@CLE
RB,Jerome,Ford,CLE,3000,PIT@CLE
RB,Jonathan,Ward,PIT,2200,PIT@CLE
RB,Rachaad,White,TB,5800,TB@NYG
RB,Sean,Tucker,TB,2200,TB@NYG
RB,Bucky,Irving,TB,3800,TB@NYG
RB,Devin,Singletary,NYG,2800,TB@NYG
RB,Eric,Gray,NYG,2200,TB@NYG
RB,Tyrone,Tracy Jr.,NYG,5400,TB@NYG
RB,David,Montgomery,DET,6600,DET@IND
RB,Craig,Reynolds,DET,2200,DET@IND
RB,Jahmyr,Gibbs,DET,7200,DET@IND
RB,Sione,Vaki,DET,2200,DET@IND
RB,Jonathan,Taylor,IND,6000,DET@IND
RB,Trey,Sermon,IND,2200,DET@IND
RB,Tyler,Goodson,IND,2200,DET@IND
RB,Tony,Pollard,TEN,5000,TEN@HOU
RB,Joshua,Kelley,TEN,2200,TEN@HOU
RB,Julius,Chestnut,TEN,2200,TEN@HOU
RB,Tyjae,Spears,TEN,3400,TEN@HOU
RB,Joe,Mixon,HOU,7600,TEN@HOU
RB,Dare,Ogunbowale,HOU,2200,TEN@HOU
RB,J.J.,Taylor,HOU,2200,TEN@HOU
RB,Dameon,Pierce,HOU,2200,TEN@HOU
RB,Antonio,Gibson,NE,2200,NE@MIA
RB,JaMycal,Hasty,NE,2200,NE@MIA
RB,Rhamondre,Stevenson,NE,5200,NE@MIA
RB,Raheem,Mostert,MIA,3400,NE@MIA
RB,Jeff,Wilson Jr.,MIA,2200,NE@MIA
RB,Alec,Ingold,MIA,2200,NE@MIA
RB,De'Von,Achane,MIA,6800,NE@MIA
RB,Jaylen,Wright,MIA,2200,NE@MIA
RB,Ezekiel,Elliott,DAL,2200,DAL@WAS
RB,Rico,Dowdle,DAL,4800,DAL@WAS
RB,Deuce,Vaughn,DAL,2200,DAL@WAS
RB,Hunter,Luepke,DAL,2200,DAL@WAS
RB,Jeremy,McNichols,WAS,2200,DAL@WAS
RB,Austin,Ekeler,WAS,4200,DAL@WAS
RB,Brian,Robinson Jr.,WAS,6000,DAL@WAS
