Position,First Name,Last Name,Team,Salary,Game
QB,Jordan,Love,GB,5600,GB@DET
QB,Malik,Willis,GB,4200,GB@DET
QB,Jared,Goff,DET,5400,GB@DET
QB,Hendon,Hooker,DET,4200,GB@DET
QB,Kirk,Cousins,ATL,4400,ATL@MIN
QB,Michael,Penix Jr.,ATL,4200,ATL@MIN
QB,Nick,Mullens,MIN,4200,ATL@MIN
QB,Sam,Darnold,MIN,5800,ATL@MIN
QB,Brett,Rypien,MIN,4200,ATL@MIN
QB,Derek,Carr,NO,5000,NO@NYG
QB,Jake,Haener,NO,4200,NO@NYG
QB,Spencer,Rattler,NO,4200,NO@NYG
QB,Drew,Lock,NYG,4200,NO@NYG
QB,Tommy,DeVito,NYG,4200,NO@NYG
QB,Tim,Boyle,NYG,4200,NO@NYG
QB,C.J.,Beathard,JAC,4200,JAC@TEN
QB,Trevor,Lawrence,JAC,5000,JAC@TEN
QB,Mac,Jones,JAC,4200,JAC@TEN
QB,Mason,Rudolph,TEN,4200,JAC@TEN
QB,Will,Levis,TEN,4200,JAC@TEN
QB,Gardner,Minshew II,LV,4200,LV@TB
QB,Desmond,Ridder,LV,4200,LV@TB
QB,Baker,Mayfield,TB,5800,LV@TB
QB,Kyle,Trask,TB,4200,LV@TB
QB,Aidan,O'Connell,LV,4600,LV@TB
QB,Michael,Pratt,TB,4200,LV@TB
QB,Jameis,Winston,CLE,4800,CLE@PIT
QB,Bailey,Zappe,CLE,4200,CLE@PIT
QB,Dorian,Thompson-Robinson,CLE,4200,CLE@PIT
QB,Russell,Wilson,PIT,5800,CLE@PIT
QB,Kyle,Allen,PIT,4200,CLE@PIT
QB,Justin,Fields,PIT,4200,CLE@PIT
QB,Andy,Dalton,CAR,4200,CAR@PHI
QB,Bryce,Young,CAR,4400,CAR@PHI
QB,Jalen,Hurts,PHI,7800,CAR@PHI
QB,Kenny,Pickett,PHI,4200,CAR@PHI
QB,Tanner,McKee,PHI,4200,CAR@PHI
QB,Aaron,Rodgers,NYJ,4200,NYJ@MIA
QB,Tyrod,Taylor,NYJ,4200,NYJ@MIA
QB,Tua,Tagovailoa,MIA,6200,NYJ@MIA
QB,Skylar,Thompson,MIA,4200,NYJ@MIA
QB,Tyler,Huntley,MIA,4200,NYJ@MIA
QB,Geno,Smith,SEA,5200,SEA@ARI
QB,Sam,Howell,SEA,4200,SEA@ARI
QB,Kyler,Murray,ARI,6000,SEA@ARI
QB,Clayton,Tune,ARI,4200,SEA@ARI
QB,Jaren,Hall,SEA,4200,SEA@ARI
QB,Mitchell,Trubisky,BUF,4200,BUF@LA
QB,Josh,Allen,BUF,8000,BUF@LA
QB,Matthew,Stafford,LA,5000,BUF@LA
QB,Jimmy,Garoppolo,LA,4200,BUF@LA
QB,Stetson,Bennett,LA,4200,BUF@LA
QB,Mike,White,BUF,4200,BUF@LA
QB,Tyson,Bagent,CHI,4200,CHI@SF
QB,Caleb,Williams,CHI,5600,CHI@SF
QB,Brandon,Allen,SF,4200,CHI@SF
QB,Joshua,Dobbs,SF,4200,CHI@SF
QB,Brock,Purdy,SF,6000,CHI@SF
QB,Taylor,Heinicke,LAC,4200,LAC@KC
QB,Easton,Stick,LAC,4200,LAC@KC
QB,Justin,Herbert,LAC,5200,LAC@KC
QB,Carson,Wentz,KC,4200,LAC@KC
QB,Patrick,Mahomes,KC,6000,LAC@KC
QB,Jake,Browning,CIN,4200,CIN@DAL
QB,Joe,Burrow,CIN,8000,CIN@DAL
QB,Cooper,Rush,DAL,4200,CIN@DAL
QB,Trey,Lance,DAL,4200,CIN@DAL
RB,Josh,Jacobs,GB,7600,GB@DET
RB,Chris,Brooks,GB,2200,GB@DET
RB,Emanuel,Wilson,GB,2200,GB@DET
RB,David,Montgomery,DET,6000,GB@DET
RB,Craig,Reynolds,DET,2200,GB@DET
RB,Jahmyr,Gibbs,DET,7000,GB@DET
RB,Sione,Vaki,DET,2200,GB@DET
RB,Avery,Williams,ATL,2200,ATL@MIN
RB,Tyler,Allgeier,ATL,2800,ATL@MIN
RB,Bijan,Robinson,ATL,7400,ATL@MIN
RB,Robert,Burns,ATL,2200,ATL@MIN
RB,Jase,McClellan,ATL,2200,ATL@MIN
RB,C.J.,Ham,MIN,2200,ATL@MIN
RB,Aaron,Jones Sr.,MIN,5800,ATL@MIN
RB,Cam,Akers,MIN,2600,ATL@MIN
RB,Ty,Chandler,MIN,2200,ATL@MIN
RB,Alvin,Kamara,NO,7000,NO@NYG
RB,Jamaal,Williams,NO,2200,NO@NYG
RB,Adam,Prentice,NO,2200,NO@NYG
RB,Jordan,Mims,NO,2200,NO@NYG
