Position,First Name,Last Name,Team,Salary,Game
QB,Carson,Wentz,KC,4200,KC@PIT
QB,Patrick,Mahomes,KC,6200,KC@PIT
QB,Russell,Wilson,PIT,5600,KC@PIT
QB,Kyle,Allen,PIT,4200,KC@PIT
QB,Justin,Fields,PIT,4200,KC@PIT
QB,Josh,Johnson,BAL,4200,BAL@HOU
QB,Lamar,Jackson,BAL,8200,BAL@HOU
QB,Davis,Mills,HOU,4200,BAL@HOU
QB,C.J.,Stroud,HOU,5200,BAL@HOU
QB,Geno,Smith,SEA,5600,SEA@CHI
QB,Sam,Howell,SEA,4200,SEA@CHI
QB,Tyson,Bagent,CHI,4200,SEA@CHI
QB,Caleb,Williams,CHI,5800,SEA@CHI
QB,Jaren,Hall,SEA,4200,SEA@CHI
QB,Kirk,Cousins,ATL,4200,ATL@WAS
QB,Michael,Penix Jr.,ATL,4200,ATL@WAS
QB,Marcus,Mariota,WAS,4200,ATL@WAS
QB,Jeff,Driskel,WAS,4200,ATL@WAS
QB,Jayden,Daniels,WAS,7600,ATL@WAS
QB,Mason,Rudolph,TEN,5200,TEN@JAC
QB,Will,Levis,TEN,4200,TEN@JAC
QB,C.J.,Beathard,JAC,4200,TEN@JAC
QB,Mac,Jones,JAC,4800,TEN@JAC
QB,Jordan,Love,GB,6000,GB@MIN
QB,Malik,Willis,GB,4200,GB@MIN
QB,Nick,Mullens,MIN,4200,GB@MIN
QB,Sam,Darnold,MIN,6600,GB@MIN
QB,Brett,Rypien,MIN,4200,GB@MIN
QB,Andy,Dalton,CAR,4200,CAR@TB
QB,Bryce,Young,CAR,5400,CAR@TB
QB,Baker,Mayfield,TB,6800,CAR@TB
QB,Kyle,Trask,TB,4200,CAR@TB
QB,Joe,Flacco,IND,4200,IND@NYG
QB,Sam,Ehlinger,IND,4200,IND@NYG
QB,Anthony,Richardson,IND,6000,IND@NYG
QB,Drew,Lock,NYG,4800,IND@NYG
QB,Tommy,DeVito,NYG,4200,IND@NYG
QB,Tim,Boyle,NYG,4200,IND@NYG
QB,Kyler,Murray,ARI,6400,ARI@LA
QB,Clayton,Tune,ARI,4200,ARI@LA
QB,Matthew,Stafford,LA,5000,ARI@LA
QB,Jimmy,Garoppolo,LA,4200,ARI@LA
QB,Stetson,Bennett,LA,4200,ARI@LA
QB,Desmond,Ridder,LV,4200,LV@NO
QB,Aidan,O'Connell,LV,4600,LV@NO
QB,Carter,Bradley,LV,4200,LV@NO
QB,Derek,Carr,NO,5000,LV@NO
QB,Jake,Haener,NO,4200,LV@NO
QB,Spencer,Rattler,NO,4600,LV@NO
QB,Taylor,Heinicke,LAC,4200,LAC@NE
QB,Easton,Stick,LAC,4200,LAC@NE
QB,Justin,Herbert,LAC,5800,LAC@NE
QB,Jacoby,Brissett,NE,4200,LAC@NE
QB,Drake,Maye,NE,5800,LAC@NE
QB,Joe,Milton III,NE,4200,LAC@NE
QB,Aaron,Rodgers,NYJ,5400,NYJ@BUF
QB,Tyrod,Taylor,NYJ,4200,NYJ@BUF
QB,Mitchell,Trubisky,BUF,4200,NYJ@BUF
QB,Josh,Allen,BUF,8000,NYJ@BUF
QB,Jarrett,Stidham,DEN,4200,DEN@CIN
QB,Zach,Wilson,DEN,4200,DEN@CIN
QB,Bo,Nix,DEN,6000,DEN@CIN
QB,Jake,Browning,CIN,4200,DEN@CIN
QB,Joe,Burrow,CIN,7200,DEN@CIN
QB,Logan,Woodside,CIN,4200,DEN@CIN
QB,Cooper,Rush,DAL,5000,DAL@PHI
QB,Trey,Lance,DAL,4200,DAL@PHI
QB,Jalen,Hurts,PHI,7600,DAL@PHI
QB,Kenny,Pickett,PHI,4200,DAL@PHI
QB,Tanner,McKee,PHI,4200,DAL@PHI
QB,Tua,Tagovailoa,MIA,5600,MIA@CLE
QB,Tyler,Huntley,MIA,4200,MIA@CLE
